0.000000	204.539160	msg1
204.539160	207.722745	msg2
207.722745	219.938827	msg3
221.633448	251.593697	msg4
256.463677	258.767045	msg5
265.150668	290.487726	msg6
313.422699	320.760575	msg7
321.616112	323.557523	msg8
325.959607	404.076719	msg9
404.076719	425.794197	msg10
425.794197	910.475553	msg11
921.031791	1013.794735	msg12
1018.676995	1054.700158	msg13
1057.339218	1124.503284	msg14
1128.461873	1249.594708	msg15
1251.178144	1254.081109	msg16
1267.738242	1283.770529	msg17
1286.013730	1344.468900	msg18
1346.712100	1426.015840	msg19
1430.271324	1432.316595	msg20
1433.207278	1435.549443	msg21
1437.132879	1465.271851	msg22
